correct,cue,flanker_location,flanker_middle_direction,response_time,flanker_type,worker_id,rt_nan
1.0,double,up,right,0.533,congruent,s234,0
0.0,double,down,right,0.529,incongruent,s234,0
1.0,spatial,up,right,0.594,incongruent,s234,0
1.0,double,down,right,0.505,congruent,s234,0
1.0,spatial,down,left,0.582,incongruent,s234,0
1.0,double,down,left,0.606,incongruent,s234,0
1.0,spatial,down,right,0.664,incongruent,s234,0
1.0,double,up,left,0.602,congruent,s234,0
1.0,double,up,right,0.509,incongruent,s234,0
1.0,double,down,left,0.655,incongruent,s234,0
1.0,spatial,up,right,0.596,congruent,s234,0
1.0,double,up,right,0.483,congruent,s234,0
1.0,spatial,down,right,0.576,incongruent,s234,0
1.0,spatial,up,left,0.528,incongruent,s234,0
1.0,spatial,up,left,0.532,congruent,s234,0
1.0,spatial,down,right,0.495,congruent,s234,0
1.0,double,down,right,0.552,incongruent,s234,0
1.0,double,down,right,0.647,congruent,s234,0
1.0,double,up,right,0.583,congruent,s234,0
1.0,spatial,up,left,0.458,congruent,s234,0
1.0,double,down,left,0.579,congruent,s234,0
1.0,double,up,left,0.541,incongruent,s234,0
1.0,spatial,up,left,0.421,congruent,s234,0
1.0,spatial,up,right,0.415,congruent,s234,0
0.0,spatial,up,right,0.987,congruent,s234,0
1.0,spatial,up,right,0.603,incongruent,s234,0
1.0,double,down,right,0.529,congruent,s234,0
1.0,double,down,left,0.671,congruent,s234,0
1.0,double,down,left,0.524,congruent,s234,0
1.0,double,up,left,0.492,congruent,s234,0
1.0,double,down,left,0.464,congruent,s234,0
1.0,spatial,up,left,0.425,congruent,s234,0
1.0,spatial,down,right,0.574,incongruent,s234,0
1.0,double,down,right,0.485,incongruent,s234,0
1.0,spatial,up,left,0.509,congruent,s234,0
1.0,spatial,down,right,0.518,congruent,s234,0
1.0,spatial,up,right,0.587,congruent,s234,0
1.0,double,up,right,0.739,incongruent,s234,0
1.0,double,down,right,0.605,incongruent,s234,0
1.0,double,up,right,0.639,incongruent,s234,0
0.0,spatial,up,right,0.881,incongruent,s234,0
1.0,spatial,down,left,0.748,incongruent,s234,0
1.0,double,up,right,0.634,incongruent,s234,0
1.0,double,down,left,0.75,incongruent,s234,0
1.0,spatial,up,left,0.745,incongruent,s234,0
1.0,double,down,right,1.603,incongruent,s234,0
1.0,double,up,left,0.57,incongruent,s234,0
1.0,double,down,left,0.799,incongruent,s234,0
1.0,double,up,left,0.643,congruent,s234,0
1.0,spatial,up,left,0.561,incongruent,s234,0
1.0,spatial,up,left,0.495,congruent,s234,0
1.0,spatial,down,right,0.826,congruent,s234,0
1.0,spatial,down,left,0.49,incongruent,s234,0
1.0,double,up,right,0.655,congruent,s234,0
1.0,spatial,down,right,1.177,incongruent,s234,0
1.0,spatial,down,right,0.54,congruent,s234,0
1.0,spatial,down,left,0.648,congruent,s234,0
1.0,spatial,up,right,0.654,congruent,s234,0
1.0,double,up,left,0.523,incongruent,s234,0
1.0,double,down,right,0.936,congruent,s234,0
1.0,spatial,down,left,0.531,incongruent,s234,0
1.0,double,down,right,0.496,congruent,s234,0
1.0,spatial,up,right,0.698,incongruent,s234,0
1.0,double,up,left,0.571,congruent,s234,0
1.0,double,down,left,0.522,incongruent,s234,0
1.0,double,down,left,0.502,incongruent,s234,0
1.0,spatial,up,left,0.82,congruent,s234,0
1.0,spatial,up,left,0.629,congruent,s234,0
1.0,double,down,left,1.388,congruent,s234,0
1.0,double,down,left,0.58,congruent,s234,0
0.0,spatial,down,right,0.625,incongruent,s234,0
1.0,spatial,down,right,0.481,congruent,s234,0
1.0,double,down,left,0.781,incongruent,s234,0
1.0,spatial,down,right,1.229,incongruent,s234,0
1.0,double,down,right,0.503,incongruent,s234,0
1.0,spatial,up,left,1.203,congruent,s234,0
1.0,spatial,down,right,0.605,incongruent,s251,0
1.0,double,up,left,0.602,incongruent,s251,0
1.0,double,up,right,0.704,incongruent,s251,0
1.0,double,up,right,0.849,incongruent,s251,0
1.0,double,down,left,0.574,congruent,s251,0
1.0,spatial,up,left,0.657,incongruent,s251,0
1.0,spatial,up,left,0.579,congruent,s251,0
1.0,spatial,up,right,0.679,congruent,s251,0
1.0,spatial,up,right,0.568,incongruent,s251,0
1.0,double,down,left,0.524,congruent,s251,0
1.0,spatial,down,left,0.633,incongruent,s251,0
1.0,spatial,up,left,0.61,congruent,s251,0
1.0,spatial,up,right,0.641,congruent,s251,0
1.0,spatial,down,left,0.579,congruent,s251,0
1.0,double,up,left,0.569,incongruent,s251,0
1.0,double,up,left,0.695,congruent,s251,0
1.0,spatial,up,left,0.631,incongruent,s251,0
1.0,double,up,left,0.521,congruent,s251,0
1.0,spatial,down,right,0.494,incongruent,s251,0
1.0,double,down,right,0.591,congruent,s251,0
1.0,double,down,right,0.584,incongruent,s251,0
1.0,double,up,left,0.558,incongruent,s251,0
1.0,spatial,down,right,0.419,congruent,s251,0
1.0,spatial,up,left,0.545,congruent,s251,0
1.0,double,down,right,0.476,congruent,s251,0
1.0,double,up,left,0.417,congruent,s251,0
1.0,spatial,down,left,0.586,incongruent,s251,0
1.0,spatial,up,right,0.444,congruent,s251,0
1.0,double,up,right,0.806,incongruent,s251,0
1.0,spatial,down,right,0.49,incongruent,s251,0
1.0,double,up,left,0.525,incongruent,s251,0
1.0,spatial,down,right,0.473,congruent,s251,0
1.0,double,down,left,0.8,congruent,s251,0
1.0,double,up,right,0.708,incongruent,s251,0
1.0,spatial,down,left,0.565,congruent,s251,0
1.0,double,up,left,0.547,congruent,s251,0
1.0,double,up,left,0.662,congruent,s251,0
1.0,spatial,down,left,0.45,incongruent,s251,0
1.0,spatial,down,right,0.496,congruent,s251,0
1.0,double,up,right,0.557,congruent,s251,0
1.0,spatial,down,right,0.425,congruent,s251,0
1.0,spatial,down,right,0.55,congruent,s251,0
1.0,spatial,up,right,0.434,incongruent,s251,0
1.0,spatial,down,right,0.463,incongruent,s251,0
1.0,spatial,down,right,0.586,incongruent,s251,0
1.0,spatial,up,left,0.491,incongruent,s251,0
1.0,double,down,left,0.66,incongruent,s251,0
1.0,double,up,left,0.565,incongruent,s251,0
1.0,spatial,up,left,0.487,incongruent,s251,0
1.0,spatial,up,right,0.92,incongruent,s251,0
1.0,spatial,up,left,0.626,incongruent,s251,0
1.0,spatial,up,right,0.5,congruent,s251,0
1.0,double,down,right,0.514,congruent,s251,0
1.0,double,down,left,0.771,incongruent,s251,0
1.0,spatial,up,right,0.524,congruent,s251,0
1.0,spatial,down,left,1.028,congruent,s251,0
1.0,spatial,up,right,0.524,congruent,s251,0
1.0,spatial,up,right,0.751,incongruent,s251,0
1.0,double,down,right,0.492,congruent,s251,0
1.0,spatial,down,left,0.677,congruent,s251,0
1.0,double,down,right,0.669,incongruent,s251,0
1.0,spatial,down,left,0.693,incongruent,s251,0
1.0,double,down,right,0.642,incongruent,s251,0
1.0,spatial,down,right,0.545,congruent,s251,0
1.0,spatial,down,left,0.603,congruent,s251,0
1.0,double,down,left,0.706,incongruent,s251,0
1.0,spatial,up,left,0.587,congruent,s251,0
1.0,spatial,down,left,0.519,congruent,s251,0
1.0,double,down,right,0.79,incongruent,s251,0
1.0,double,down,left,0.671,congruent,s251,0
1.0,double,up,right,0.415,incongruent,s251,0
1.0,spatial,up,left,0.616,incongruent,s251,0
1.0,double,down,left,0.551,incongruent,s251,0
1.0,spatial,up,right,0.545,incongruent,s251,0
1.0,double,up,right,0.768,congruent,s251,0
1.0,spatial,up,right,0.592,incongruent,s251,0
1.0,spatial,up,left,0.6,incongruent,s251,0
1.0,spatial,down,right,0.412,incongruent,s251,0
1.0,double,down,left,0.762,incongruent,s251,0
1.0,double,down,right,0.682,congruent,s251,0
1.0,spatial,up,left,0.469,congruent,s251,0
1.0,double,down,right,0.433,incongruent,s251,0
1.0,spatial,down,left,0.58,congruent,s251,0
1.0,double,down,left,0.612,congruent,s251,0
1.0,double,up,right,0.58,congruent,s251,0
1.0,double,down,right,0.475,incongruent,s251,0
1.0,spatial,down,right,0.599,incongruent,s251,0
1.0,double,down,right,0.666,congruent,s251,0
1.0,spatial,up,left,0.475,incongruent,s251,0
1.0,double,up,right,0.627,incongruent,s251,0
1.0,spatial,up,right,0.643,incongruent,s251,0
1.0,double,down,left,0.528,congruent,s251,0
1.0,double,up,right,0.395,incongruent,s251,0
1.0,double,up,left,0.696,incongruent,s251,0
1.0,spatial,up,right,0.576,congruent,s251,0
1.0,double,up,left,0.663,congruent,s251,0
1.0,spatial,down,left,0.483,incongruent,s251,0
1.0,spatial,down,left,0.748,incongruent,s251,0
1.0,spatial,up,left,0.572,congruent,s251,0
1.0,spatial,up,left,0.922,congruent,s251,0
1.0,double,up,left,0.939,incongruent,s251,0
1.0,double,down,right,0.646,congruent,s251,0
1.0,double,up,right,0.784,congruent,s251,0
1.0,spatial,up,left,0.698,congruent,s251,0
1.0,double,down,right,0.656,congruent,s251,0
1.0,double,down,right,0.782,incongruent,s251,0
1.0,spatial,down,left,0.67,congruent,s251,0
1.0,spatial,up,right,0.559,congruent,s251,0
1.0,spatial,down,right,0.484,congruent,s251,0
1.0,spatial,up,right,0.517,incongruent,s251,0
1.0,double,up,left,0.612,congruent,s251,0
1.0,double,up,right,0.643,congruent,s251,0
1.0,double,up,left,0.706,congruent,s251,0
1.0,double,up,right,0.657,congruent,s251,0
1.0,double,down,left,0.594,congruent,s251,0
1.0,spatial,down,right,0.538,congruent,s251,0
1.0,spatial,down,left,0.601,incongruent,s251,0
1.0,double,down,left,0.835,incongruent,s251,0
1.0,spatial,up,left,0.575,congruent,s251,0
1.0,spatial,down,right,0.662,congruent,s251,0
1.0,spatial,down,left,0.621,congruent,s251,0
1.0,double,up,left,0.745,incongruent,s251,0
1.0,double,up,right,0.897,incongruent,s251,0
1.0,double,down,right,0.642,incongruent,s251,0
1.0,spatial,down,right,0.709,incongruent,s251,0
1.0,spatial,down,left,0.749,incongruent,s251,0
1.0,double,down,left,0.74,incongruent,s251,0
1.0,double,down,left,0.588,incongruent,s251,0
1.0,spatial,up,left,0.788,incongruent,s358,0
1.0,spatial,up,left,0.593,incongruent,s358,0
1.0,spatial,up,right,0.48,congruent,s358,0
1.0,spatial,up,right,0.428,congruent,s358,0
1.0,double,down,right,0.721,incongruent,s358,0
1.0,double,down,right,0.544,congruent,s358,0
1.0,double,down,left,0.521,congruent,s358,0
1.0,spatial,up,left,0.519,congruent,s358,0
1.0,double,down,left,0.563,congruent,s358,0
1.0,double,up,left,0.644,incongruent,s358,0
1.0,spatial,up,left,0.498,congruent,s358,0
1.0,spatial,down,right,0.601,congruent,s358,0
1.0,spatial,down,right,0.494,congruent,s358,0
1.0,spatial,up,left,0.588,incongruent,s358,0
1.0,double,down,right,0.521,congruent,s358,0
1.0,double,up,left,0.512,congruent,s358,0
1.0,double,up,right,0.575,congruent,s358,0
1.0,double,up,right,0.564,congruent,s358,0
1.0,double,down,left,0.519,congruent,s358,0
1.0,spatial,up,right,0.568,congruent,s358,0
1.0,spatial,up,right,1.059,incongruent,s358,0
1.0,double,down,left,0.592,incongruent,s358,0
1.0,spatial,down,right,0.586,congruent,s358,0
1.0,spatial,down,right,0.6,congruent,s358,0
1.0,spatial,down,right,0.566,congruent,s358,0
1.0,double,down,right,0.483,incongruent,s358,0
1.0,double,down,left,0.535,incongruent,s358,0
1.0,double,up,right,0.684,incongruent,s358,0
1.0,spatial,down,left,0.854,incongruent,s358,0
1.0,spatial,down,left,0.679,incongruent,s358,0
1.0,double,down,right,0.629,incongruent,s358,0
1.0,double,up,right,0.664,incongruent,s358,0
1.0,spatial,down,left,0.636,incongruent,s358,0
1.0,double,down,right,0.617,incongruent,s358,0
1.0,double,down,left,0.581,incongruent,s358,0
1.0,double,up,left,0.671,incongruent,s358,0
1.0,double,up,right,0.532,congruent,s358,0
1.0,spatial,down,right,0.608,incongruent,s358,0
1.0,spatial,down,left,0.482,congruent,s358,0
1.0,spatial,up,left,0.75,congruent,s358,0
1.0,spatial,down,right,0.725,incongruent,s358,0
1.0,double,up,right,0.621,congruent,s358,0
1.0,spatial,up,right,0.656,incongruent,s358,0
1.0,spatial,down,left,0.68,congruent,s358,0
1.0,spatial,up,right,0.587,congruent,s358,0
1.0,spatial,up,left,0.854,congruent,s358,0
1.0,double,down,left,0.794,incongruent,s358,0
1.0,double,up,left,0.701,congruent,s358,0
1.0,spatial,down,right,0.668,incongruent,s358,0
1.0,double,up,right,0.823,congruent,s358,0
1.0,spatial,down,right,0.922,incongruent,s358,0
1.0,double,down,left,0.657,congruent,s358,0
1.0,double,down,right,0.821,incongruent,s358,0
1.0,double,up,right,1.045,incongruent,s358,0
1.0,spatial,down,left,0.745,congruent,s358,0
1.0,spatial,up,right,1.099,congruent,s358,0
1.0,double,down,right,0.58,congruent,s358,0
1.0,double,up,left,0.744,congruent,s358,0
1.0,spatial,up,left,1.087,incongruent,s358,0
1.0,spatial,down,left,0.659,congruent,s358,0
1.0,double,down,right,0.519,incongruent,s358,0
1.0,spatial,down,right,0.587,incongruent,s358,0
1.0,double,down,left,0.522,incongruent,s358,0
1.0,spatial,down,left,0.48,congruent,s358,0
1.0,double,down,left,0.582,congruent,s358,0
1.0,double,up,right,0.656,incongruent,s358,0
1.0,spatial,up,left,0.581,congruent,s358,0
1.0,double,down,left,0.686,congruent,s358,0
1.0,double,up,left,0.818,congruent,s358,0
1.0,spatial,down,left,0.666,incongruent,s358,0
1.0,spatial,up,right,0.661,congruent,s358,0
1.0,double,up,left,0.634,congruent,s358,0
1.0,spatial,up,right,0.674,congruent,s358,0
1.0,spatial,down,left,0.619,congruent,s358,0
1.0,spatial,up,left,0.754,incongruent,s358,0
1.0,spatial,up,left,0.679,incongruent,s358,0
1.0,spatial,up,right,1.112,incongruent,s358,0
1.0,spatial,up,left,0.555,incongruent,s358,0
1.0,double,down,left,0.65,incongruent,s358,0
1.0,double,up,left,0.905,incongruent,s358,0
1.0,spatial,up,right,0.69,incongruent,s358,0
1.0,spatial,up,right,0.597,incongruent,s358,0
1.0,spatial,up,right,0.546,incongruent,s358,0
1.0,spatial,up,left,0.567,congruent,s358,0
1.0,double,down,right,0.647,congruent,s358,0
1.0,double,up,right,0.716,incongruent,s358,0
1.0,spatial,down,left,0.759,congruent,s358,0
1.0,spatial,down,right,0.692,congruent,s358,0
1.0,spatial,up,right,0.68,congruent,s358,0
1.0,spatial,down,left,0.637,incongruent,s358,0
1.0,double,down,left,0.594,congruent,s358,0
1.0,spatial,up,left,0.581,congruent,s358,0
1.0,double,up,right,0.66,incongruent,s358,0
1.0,spatial,up,right,0.598,incongruent,s358,0
1.0,double,up,left,0.635,incongruent,s358,0
1.0,spatial,down,left,0.744,congruent,s358,0
1.0,spatial,up,left,0.677,congruent,s358,0
1.0,double,down,right,0.698,incongruent,s358,0
1.0,spatial,down,right,0.566,congruent,s358,0
1.0,spatial,down,right,0.563,congruent,s358,0
1.0,double,up,right,0.688,incongruent,s358,0
1.0,double,down,right,0.613,congruent,s358,0
1.0,double,down,left,0.554,incongruent,s358,0
1.0,spatial,down,left,0.55,incongruent,s358,0
1.0,double,up,left,0.648,incongruent,s358,0
1.0,spatial,down,right,0.543,incongruent,s358,0
1.0,double,up,left,0.583,congruent,s358,0
1.0,spatial,down,right,0.558,incongruent,s358,0
1.0,spatial,up,right,0.628,incongruent,s358,0
1.0,spatial,up,left,0.641,incongruent,s358,0
1.0,double,up,right,0.704,incongruent,s358,0
1.0,double,down,left,0.606,congruent,s358,0
1.0,spatial,down,right,0.568,congruent,s358,0
1.0,double,down,left,0.653,incongruent,s358,0
1.0,spatial,up,left,0.705,congruent,s358,0
1.0,double,down,right,0.534,congruent,s358,0
1.0,double,down,right,0.465,congruent,s358,0
1.0,double,up,left,0.641,incongruent,s358,0
1.0,spatial,down,right,0.54,incongruent,s358,0
1.0,double,up,left,0.51,congruent,s358,0
1.0,spatial,down,left,0.611,incongruent,s358,0
1.0,double,up,left,0.706,incongruent,s358,0
1.0,spatial,down,left,0.615,incongruent,s358,0
1.0,double,up,right,0.688,congruent,s358,0
1.0,double,up,left,0.543,incongruent,s358,0
1.0,double,down,right,0.569,incongruent,s358,0
1.0,spatial,up,left,0.617,congruent,s358,0
1.0,double,down,right,0.57,congruent,s358,0
1.0,spatial,up,left,0.785,incongruent,s373,0
1.0,spatial,up,right,0.689,incongruent,s373,0
1.0,spatial,down,left,0.673,congruent,s373,0
1.0,spatial,up,right,0.562,congruent,s373,0
1.0,double,down,left,0.713,incongruent,s373,0
1.0,double,up,left,0.727,congruent,s373,0
1.0,double,down,left,0.595,congruent,s373,0
1.0,spatial,down,right,0.517,congruent,s373,0
1.0,double,up,left,0.567,congruent,s373,0
1.0,double,down,left,0.757,incongruent,s373,0
1.0,spatial,up,right,0.642,congruent,s373,0
1.0,spatial,up,left,0.748,congruent,s373,0
1.0,spatial,down,left,0.616,congruent,s373,0
1.0,spatial,up,left,0.567,incongruent,s373,0
1.0,double,up,right,0.609,congruent,s373,0
1.0,double,down,right,0.693,congruent,s373,0
1.0,double,up,left,0.64,congruent,s373,0
1.0,double,down,right,0.837,congruent,s373,0
1.0,double,up,left,1.26,congruent,s373,0
1.0,spatial,up,right,0.475,congruent,s373,0
1.0,spatial,up,right,0.484,incongruent,s373,0
1.0,double,up,left,0.531,incongruent,s373,0
1.0,spatial,down,left,0.501,congruent,s373,0
1.0,spatial,down,left,0.593,congruent,s373,0
1.0,spatial,up,left,0.523,congruent,s373,0
1.0,double,down,left,0.532,incongruent,s373,0
1.0,double,down,left,0.571,incongruent,s373,0
1.0,double,up,left,0.736,incongruent,s373,0
1.0,spatial,down,right,0.73,incongruent,s373,0
1.0,spatial,up,left,0.684,incongruent,s373,0
1.0,double,up,right,0.56,incongruent,s373,0
1.0,double,down,left,0.717,incongruent,s373,0
1.0,spatial,up,right,0.445,incongruent,s373,0
1.0,double,up,right,0.473,incongruent,s373,0
1.0,double,up,left,0.563,incongruent,s373,0
1.0,double,down,right,0.645,incongruent,s373,0
1.0,double,up,right,0.574,congruent,s373,0
1.0,spatial,down,left,0.693,incongruent,s373,0
1.0,spatial,up,right,0.566,congruent,s373,0
1.0,spatial,up,left,0.712,congruent,s373,0
1.0,spatial,down,left,0.806,incongruent,s373,0
1.0,double,down,right,0.576,congruent,s373,0
1.0,spatial,up,left,0.579,incongruent,s373,0
1.0,spatial,up,right,0.513,congruent,s373,0
1.0,spatial,up,left,0.471,congruent,s373,0
1.0,spatial,up,right,0.445,congruent,s373,0
1.0,double,up,right,0.457,incongruent,s373,0
1.0,double,down,left,0.661,congruent,s373,0
1.0,spatial,down,left,0.679,incongruent,s373,0
1.0,double,up,left,0.551,congruent,s373,0
1.0,spatial,down,right,0.503,incongruent,s373,0
1.0,double,down,left,0.589,congruent,s373,0
1.0,double,down,right,0.679,incongruent,s373,0
1.0,double,down,right,0.442,incongruent,s373,0
1.0,spatial,down,right,0.48,congruent,s373,0
1.0,spatial,down,right,0.528,congruent,s373,0
1.0,double,up,left,0.59,congruent,s373,0
1.0,double,up,right,0.516,congruent,s373,0
1.0,spatial,down,right,0.571,incongruent,s373,0
1.0,spatial,down,right,0.452,congruent,s373,0
1.0,double,down,right,0.443,incongruent,s373,0
1.0,spatial,down,left,0.495,incongruent,s373,0
1.0,double,up,right,0.787,incongruent,s373,0
1.0,spatial,down,right,0.512,congruent,s373,0
1.0,double,up,right,0.456,congruent,s373,0
1.0,double,up,left,0.47,incongruent,s373,0
1.0,spatial,down,right,0.644,congruent,s373,0
1.0,double,up,left,0.59,congruent,s373,0
1.0,double,down,right,0.577,congruent,s373,0
1.0,spatial,up,right,0.751,incongruent,s373,0
1.0,spatial,down,left,0.677,congruent,s373,0
1.0,double,down,right,0.522,congruent,s373,0
1.0,spatial,down,right,0.508,congruent,s373,0
1.0,spatial,up,right,0.618,congruent,s373,0
1.0,spatial,down,left,0.668,incongruent,s373,0
1.0,spatial,down,left,0.6,incongruent,s373,0
1.0,spatial,up,left,0.623,incongruent,s373,0
1.0,spatial,up,right,0.576,incongruent,s373,0
1.0,double,up,left,0.556,incongruent,s373,0
1.0,double,down,right,0.836,incongruent,s373,0
1.0,spatial,up,right,0.465,incongruent,s373,0
1.0,spatial,up,right,0.523,incongruent,s373,0
1.0,spatial,down,right,0.522,incongruent,s373,0
1.0,spatial,down,left,0.736,congruent,s373,0
1.0,double,down,left,0.588,congruent,s373,0
1.0,double,down,right,0.573,incongruent,s373,0
1.0,spatial,up,left,0.659,congruent,s373,0
1.0,spatial,up,right,0.517,congruent,s373,0
1.0,spatial,up,left,0.462,congruent,s373,0
1.0,spatial,down,left,0.664,incongruent,s373,0
1.0,double,down,left,0.83,congruent,s373,0
1.0,spatial,up,left,0.59,congruent,s373,0
1.0,double,up,right,0.58,incongruent,s373,0
1.0,spatial,up,left,0.512,incongruent,s373,0
1.0,double,up,right,0.487,incongruent,s373,0
1.0,spatial,up,left,0.581,congruent,s373,0
1.0,spatial,down,left,0.635,congruent,s373,0
1.0,double,down,left,0.533,incongruent,s373,0
1.0,spatial,down,right,0.49,congruent,s373,0
1.0,spatial,down,left,0.502,congruent,s373,0
1.0,double,down,right,0.504,incongruent,s373,0
1.0,double,up,right,0.591,congruent,s373,0
1.0,double,up,left,0.718,incongruent,s373,0
1.0,spatial,up,left,0.449,incongruent,s373,0
